source,target,approximate,no map,combination,scenario,choice list,target_descriptions,source_descriptions
E8810,W11XXXA,1,0,0,0,0,"Fall on and from ladder, initial encounter",Accidental fall from ladder
E8811,W12XXXA,1,0,0,0,0,"Fall on and from scaffolding, initial encounter",Accidental fall from scaffolding
E882,W139XXA,1,0,0,0,0,"Fall from, out of or through building, not otherwise specified, initial encounter",Accidental fall from or out of building or other structure
E8830,W1692XA,1,0,0,0,0,"Jumping or diving into unspecified water causing other injury, initial encounter",Accident from diving or jumping into water [swimming pool]
E8831,W170XXA,1,0,0,0,0,"Fall into well, initial encounter",Accidental fall into well
E8832,W171XXA,1,0,0,0,0,"Fall into storm drain or manhole, initial encounter",Accidental fall into storm drain or manhole
E8839,W172XXA,1,0,0,0,0,"Fall into hole, initial encounter",Accidental fall into other hole or other opening in surface
E8840,W098XXA,1,0,0,0,0,"Fall on or from other playground equipment, initial encounter",Accidental fall from playground equipment
E8841,W15XXXA,1,0,0,0,0,"Fall from cliff, initial encounter",Accidental fall from cliff
E8842,W07XXXA,1,0,0,0,0,"Fall from chair, initial encounter",Accidental fall from chair
E8843,W050XXA,1,0,0,0,0,"Fall from non-moving wheelchair, initial encounter",Accidental fall from wheelchair
E8843,W051XXA,1,0,0,0,0,"Fall from non-moving nonmotorized scooter, initial encounter",Accidental fall from wheelchair
E8843,W052XXA,1,0,0,0,0,"Fall from non-moving motorized mobility scooter, initial encounter",Accidental fall from wheelchair
E8844,W06XXXA,1,0,0,0,0,"Fall from bed, initial encounter",Accidental fall from bed
E8845,W08XXXA,1,0,0,0,0,"Fall from other furniture, initial encounter",Accidental fall from other furniture
E8846,W1811XA,1,0,0,0,0,"Fall from or off toilet without subsequent striking against object, initial encounter",Accidental fall from commode
E8849,W14XXXA,1,0,0,0,0,"Fall from tree, initial encounter",Other accidental fall from one level to another
E8849,W1781XA,1,0,0,0,0,"Fall down embankment (hill), initial encounter",Other accidental fall from one level to another
E8849,W1789XA,1,0,0,0,0,"Other fall from one level to another, initial encounter",Other accidental fall from one level to another
E8850,V00141A,1,0,0,0,0,"Fall from scooter (nonmotorized), initial encounter",Fall from (nonmotorized) scooter
E8851,V00111A,1,0,0,0,0,"Fall from in-line roller-skates, initial encounter",Fall from roller skates
E8851,V00151A,1,0,0,0,0,"Fall from heelies, initial encounter",Fall from roller skates
E8852,V00131A,1,0,0,0,0,"Fall from skateboard, initial encounter",Fall from skateboard
E8853,V00321A,1,0,0,0,0,"Fall from snow-skis, initial encounter",Fall from skis
E8854,V00312A,1,0,0,0,0,"Snowboarder colliding with stationary object, initial encounter",Fall from snowboard
E8859,W1849XA,1,0,0,0,0,"Other slipping, tripping and stumbling without falling, initial encounter","Fall from other slipping, tripping, or stumbling"
E8860,W03XXXA,1,0,0,0,0,"Other fall on same level due to collision with another person, initial encounter","Fall on same level from collision, pushing, or shoving, by or with other person in sports"
E8869,V00388A,1,0,0,0,0,"Other accident on other flat-bottomed pedestrian conveyance, initial encounter","Other and unspecified falls on same level from collision, pushing, or shoving, by or with other person"
E887,W19XXXA,1,0,0,0,0,"Unspecified fall, initial encounter","Fracture, cause unspecified"
E8880,W01110A,1,0,0,0,0,"Fall on same level from slipping, tripping and stumbling with subsequent striking against sharp glass, initial encounter",Fall resulting in striking against sharp object
E8881,W01198A,1,0,0,0,0,"Fall on same level from slipping, tripping and stumbling with subsequent striking against other object, initial encounter",Fall resulting in striking against other object
E8888,W1830XA,1,0,0,0,0,"Fall on same level, unspecified, initial encounter",Other fall
E8889,W19XXXA,1,0,0,0,0,"Unspecified fall, initial encounter",Unspecified fall
E8900,X008XXA,1,0,0,0,0,"Other exposure to uncontrolled fire in building or structure, initial encounter",Explosion caused by conflagration in private dwelling
E8901,X088XXA,1,0,0,0,0,"Exposure to other specified smoke, fire and flames, initial encounter",Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in private dwelling
E8902,X001XXA,1,0,0,0,0,"Exposure to smoke in uncontrolled fire in building or structure, initial encounter",Other smoke and fumes from conflagration in private dwelling
E8903,X000XXA,1,0,0,0,0,"Exposure to flames in uncontrolled fire in building or structure, initial encounter",Burning caused by conflagration in private dwelling
E8908,X002XXA,1,0,0,0,0,"Injury due to collapse of burning building or structure in uncontrolled fire, initial encounter",Other accident resulting from conflagration in private dwelling
E8909,X008XXA,1,0,0,0,0,"Other exposure to uncontrolled fire in building or structure, initial encounter",Unspecified accident resulting from conflagration in private dwelling
E8910,X008XXA,1,0,0,0,0,"Other exposure to uncontrolled fire in building or structure, initial encounter",Explosion caused by conflagration in other and unspecified building or structure
E8911,X088XXA,1,0,0,0,0,"Exposure to other specified smoke, fire and flames, initial encounter",Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in other and unspecified building or structure
E8912,X001XXA,1,0,0,0,0,"Exposure to smoke in uncontrolled fire in building or structure, initial encounter",Other smoke and fumes from conflagration in other and unspecified building or structure
E8913,X000XXA,1,0,0,0,0,"Exposure to flames in uncontrolled fire in building or structure, initial encounter",Burning caused by conflagration in other and unspecified building or structure
E8918,X008XXA,1,0,0,0,0,"Other exposure to uncontrolled fire in building or structure, initial encounter",Other accident resulting from conflagration in other and unspecified building or structure
E8919,X008XXA,1,0,0,0,0,"Other exposure to uncontrolled fire in building or structure, initial encounter",Unspecified accident resulting from conflagration of other and unspecified building or structure
E892,X018XXA,1,0,0,0,0,"Other exposure to uncontrolled fire, not in building or structure, initial encounter",Conflagration not in building or structure
E8930,X05XXXA,1,0,0,0,0,"Exposure to ignition or melting of nightwear, initial encounter",Accident caused by ignition of clothing from controlled fire in private dwelling
E8931,X020XXA,1,0,0,0,0,"Exposure to flames in controlled fire in building or structure, initial encounter",Accident caused by ignition of clothing from controlled fire in other building or structure
E8932,X030XXA,1,0,0,0,0,"Exposure to flames in controlled fire, not in building or structure, initial encounter",Accident caused by ignition of clothing from controlled fire not in building or structure
E8938,X062XXA,1,0,0,0,0,"Exposure to ignition of other clothing and apparel, initial encounter",Accident caused by ignition of clothing from other specified sources
E8939,X088XXA,1,0,0,0,0,"Exposure to other specified smoke, fire and flames, initial encounter",Accident caused by ignition of clothing by unspecified source
E894,X04XXXA,1,0,0,0,0,"Exposure to ignition of highly flammable material, initial encounter",Ignition of highly inflammable material
E895,X028XXA,1,0,0,0,0,"Other exposure to controlled fire in building or structure, initial encounter",Accident caused by controlled fire in private dwelling
E896,X028XXA,1,0,0,0,0,"Other exposure to controlled fire in building or structure, initial encounter",Accident caused by controlled fire in other and unspecified building or structure
E897,X038XXA,1,0,0,0,0,"Other exposure to controlled fire, not in building or structure, initial encounter",Accident caused by controlled fire not in building or structure
E8980,X0809XA,1,0,0,0,0,"Exposure to bed fire due to other burning material, initial encounter",Accident caused by burning bedclothes
E8981,X0819XA,1,0,0,0,0,"Exposure to sofa fire due to other burning material, initial encounter",Accident caused by other burning materials
E899,X088XXA,1,0,0,0,0,"Exposure to other specified smoke, fire and flames, initial encounter",Accident caused by unspecified fire
E9000,X30XXXA,1,0,0,0,0,"Exposure to excessive natural heat, initial encounter",Accident caused by excessive heat due to weather conditions
E9001,W92XXXA,1,0,0,0,0,"Exposure to excessive heat of man-made origin, initial encounter",Accidents due to excessive heat of man-made origin
E9009,X30XXXA,1,0,0,0,0,"Exposure to excessive natural heat, initial encounter",Accidents due to excessive heat of unspecified origin
E9010,X31XXXA,1,0,0,0,0,"Exposure to excessive natural cold, initial encounter",Accident due to excessive cold due to weather conditions
E9011,W9301XA,1,0,0,0,0,"Contact with dry ice, initial encounter",Accident due to excessive cold of man-made origin
E9018,W938XXA,1,0,0,0,0,"Exposure to other excessive cold of man-made origin, initial encounter",Accident due to excessive cold of other specified origin
E9019,X31XXXA,1,0,0,0,0,"Exposure to excessive natural cold, initial encounter",Accident due to excessive cold of unspecified origin
E9020,W9411XA,1,0,0,0,0,"Exposure to residence or prolonged visit at high altitude, initial encounter",Accident due to residence or prolonged visit at high altitude
E9021,W9431XA,1,0,0,0,0,"Exposure to sudden change in air pressure in aircraft during descent, initial encounter",Accident due to changes in air pressure in aircraft
E9022,W9421XA,1,0,0,0,0,"Exposure to reduction in atmospheric pressure while surfacing from deep-water diving, initial encounter",Accident due to changes in air pressure due to diving
E9028,W9422XA,1,0,0,0,0,"Exposure to reduction in atmospheric pressure while surfacing from underground, initial encounter",Accident due to changes in air pressure due to other specified causes
E9029,W99XXXA,1,0,0,0,0,"Exposure to other man-made environmental factors, initial encounter",Accident due to changes in air pressure from unspecified cause
E9060,W540XXA,1,0,0,0,0,"Bitten by dog, initial encounter",Dog bite
E9061,W5311XA,1,0,0,0,0,"Bitten by rat, initial encounter",Rat bite
E9062,W5901XA,1,0,0,0,0,"Bitten by nonvenomous lizards, initial encounter",Bite of nonvenomous snakes and lizards
E9063,W5501XA,1,0,0,0,0,"Bitten by cat, initial encounter",Bite of other animal except arthropod
E9064,W57XXXA,1,0,0,0,0,"Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter",Bite of nonvenomous arthropod
E9065,W5581XA,1,0,0,0,0,"Bitten by other mammals, initial encounter",Bite by unspecified animal
E9068,W5589XA,1,0,0,0,0,"Other contact with other mammals, initial encounter",Other specified injury caused by animal
E9069,W64XXXA,1,0,0,0,0,"Exposure to other animate mechanical forces, initial encounter",Unspecified injury caused by animal
E907,X398XXA,1,0,0,0,0,"Other exposure to forces of nature, initial encounter",Accident due to lightning
E9080,X370XXA,1,0,0,0,0,"Hurricane, initial encounter",Hurricane
E9081,X371XXA,1,0,0,0,0,"Tornado, initial encounter",Tornado
E9082,X38XXXA,1,0,0,0,0,"Flood, initial encounter",Floods
E9083,X372XXA,1,0,0,0,0,"Blizzard (snow)(ice), initial encounter",Blizzard (snow) (ice)
E9084,X373XXA,1,0,0,0,0,"Dust storm, initial encounter",Dust storm
E9088,X378XXA,1,0,0,0,0,"Other cataclysmic storms, initial encounter",Other cataclysmic storms
E9089,X379XXA,1,0,0,0,0,"Unspecified cataclysmic storm, initial encounter","Unspecified cataclysmic storms, and floods resulting from storms"
E9090,X34XXXA,1,0,0,0,0,"Earthquake, initial encounter",Earthquakes
E9091,X35XXXA,1,0,0,0,0,"Volcanic eruption, initial encounter",Volcanic eruptions
E9092,X361XXA,1,0,0,0,0,"Avalanche, landslide, or mudslide, initial encounter","Avalanche, landslide, or mudslide"
E9093,X360XXA,1,0,0,0,0,"Collapse of dam or man-made structure causing earth movement, initial encounter",Collapse of dam or man-made structure
E9094,X3741XA,1,0,0,0,0,"Tidal wave due to earthquake or volcanic eruption, initial encounter",Tidalwave caused by earthquake
E9098,X398XXA,1,0,0,0,0,"Other exposure to forces of nature, initial encounter",Other cataclysmic earth surface movements and eruptions
E9099,X398XXA,1,0,0,0,0,"Other exposure to forces of nature, initial encounter",Unspecified cataclysmic earth surface movements and eruptions
E9100,W69XXXA,1,0,0,0,0,"Accidental drowning and submersion while in natural water, initial encounter",Accidental drowning and submersion while water-skiing
E9101,W69XXXA,1,0,0,0,0,"Accidental drowning and submersion while in natural water, initial encounter",Accidental drowning and submersion while engaged in other sport or recreational activity with diving equipment
E9102,W69XXXA,1,0,0,0,0,"Accidental drowning and submersion while in natural water, initial encounter",Accidental drowning and submersion while engaged in other sport or recreational activity without diving equipment
E9103,W69XXXA,1,0,0,0,0,"Accidental drowning and submersion while in natural water, initial encounter",Accidental drowning and submersion while swimming or diving for purposes other than recreation or sport
E9104,W65XXXA,1,0,0,0,0,"Accidental drowning and submersion while in bath-tub, initial encounter",Accidental drowning and submersion in bathtub
E9108,W67XXXA,1,0,0,0,0,"Accidental drowning and submersion while in swimming-pool, initial encounter",Other accidental drowning or submersion
E9109,W74XXXA,1,0,0,0,0,"Unspecified cause of accidental drowning and submersion, initial encounter",Unspecified accidental drowning or submersion
E916,W208XXA,1,0,0,0,0,"Other cause of strike by thrown, projected or falling object, initial encounter",Struck accidentally by falling object
E9170,W2189XA,1,0,0,0,0,"Striking against or struck by other sports equipment, initial encounter",Striking against or struck accidentally by objects or persons in sports
E9171,W52XXXA,1,0,0,0,0,"Crushed, pushed or stepped on by crowd or human stampede, initial encounter","Striking against or struck accidentally by a crowd, by collective fear or panic"
E9172,W208XXA,1,0,0,0,0,"Other cause of strike by thrown, projected or falling object, initial encounter",Striking against or struck accidentally in running water
E9173,W2203XA,1,0,0,0,0,"Walked into furniture, initial encounter",Striking against or struck accidentally by furniture without subsequent fall
E9174,W2209XA,1,0,0,0,0,"Striking against other stationary object, initial encounter",Striking against or struck accidentally by other stationary object without subsequent fall
E9175,W500XXA,1,0,0,0,0,"Accidental hit or strike by another person, initial encounter",Striking against or struck accidentally by object in sports with subsequent fall
E9176,W52XXXA,1,0,0,0,0,"Crushed, pushed or stepped on by crowd or human stampede, initial encounter","Striking against or struck accidentally caused by a crowd, by collective fear or panic with subsequent fall"
E9177,W1809XA,1,0,0,0,0,"Striking against other object with subsequent fall, initial encounter",Striking against or struck accidentally by furniture with subsequent fall
E9178,W1809XA,1,0,0,0,0,"Striking against other object with subsequent fall, initial encounter",Striking against or struck accidentally by other stationary object with subsequent fall
E9179,W51XXXA,1,0,0,0,0,"Accidental striking against or bumped into by another person, initial encounter",Other accident caused by striking against or being struck accidentally by objects or persons
E918,W230XXA,1,0,0,0,0,"Caught, crushed, jammed, or pinched between moving objects, initial encounter",Caught accidentally in or between objects
E9190,W309XXA,1,0,0,0,0,"Contact with unspecified agricultural machinery, initial encounter",Accidents caused by agricultural machines
E9191,W310XXA,1,0,0,0,0,"Contact with mining and earth-drilling machinery, initial encounter",Accidents caused by mining and earth-drilling machinery
E9192,W240XXA,1,0,0,0,0,"Contact with lifting devices, not elsewhere classified, initial encounter",Accidents caused by lifting machines and appliances
E9193,W311XXA,1,0,0,0,0,"Contact with metalworking machines, initial encounter",Accidents caused by metalworking machines
E9194,W312XXA,1,0,0,0,0,"Contact with powered woodworking and forming machines, initial encounter",Accidents caused by woodworking and forming machines
E9195,W313XXA,1,0,0,0,0,"Contact with prime movers, initial encounter","Accidents caused by prime movers, except electrical motors"
E9196,W241XXA,1,0,0,0,0,"Contact with transmission devices, not elsewhere classified, initial encounter",Accidents caused by transmission machinery
E9197,W3183XA,1,0,0,0,0,"Contact with special construction vehicle in stationary use, initial encounter","Accidents caused by earth moving, scraping, and other excavating machines"
E9198,W3189XA,1,0,0,0,0,"Contact with other specified machinery, initial encounter",Accidents caused by other specified machinery
E9199,W319XXA,1,0,0,0,0,"Contact with unspecified machinery, initial encounter",Accidents caused by unspecified machinery
E9200,W28XXXA,1,0,0,0,0,"Contact with powered lawn mower, initial encounter",Accidents caused by powered lawn mower
E9201,W298XXA,1,0,0,0,0,"Contact with other powered hand tools and household machinery, initial encounter",Accidents caused by other powered hand tools
E9202,W292XXA,1,0,0,0,0,"Contact with other powered household machinery, initial encounter",Accidents caused by powered household appliances and implements
E9203,W260XXA,1,0,0,0,0,"Contact with knife, initial encounter","Accidents caused by knives, swords, and daggers"
E9204,W278XXA,1,0,0,0,0,"Contact with other nonpowered hand tool, initial encounter",Accidents caused by other hand tools and implements
E9205,W460XXA,1,0,0,0,0,"Contact with hypodermic needle, initial encounter",Accidents caused by hypodermic needle
E9205,W461XXA,1,0,0,0,0,"Contact with contaminated hypodermic needle, initial encounter",Accidents caused by hypodermic needle
E9208,W262XXA,1,0,0,0,0,"Contact with edge of stiff paper, initial encounter",Accidents caused by other specified cutting and piercing instruments or objects
E9208,W268XXA,1,0,0,0,0,"Contact with other sharp object(s), not elsewhere classified, initial encounter",Accidents caused by other specified cutting and piercing instruments or objects
E9208,W269XXA,1,0,0,0,0,"Contact with unspecified sharp object(s), initial encounter",Accidents caused by other specified cutting and piercing instruments or objects
E9208,W458XXA,1,0,0,0,0,"Other foreign body or object entering through skin, initial encounter",Accidents caused by other specified cutting and piercing instruments or objects
E9209,W458XXA,1,0,0,0,0,"Other foreign body or object entering through skin, initial encounter",Accidents caused by unspecified cutting and piercing instrument or object
E9210,W35XXXA,1,0,0,0,0,"Explosion and rupture of boiler, initial encounter",Accident caused by explosion of boilers
E9211,W368XXA,1,0,0,0,0,"Explosion and rupture of other gas cylinder, initial encounter",Accident caused by explosion of gas cylinders
E9218,W38XXXA,1,0,0,0,0,"Explosion and rupture of other specified pressurized devices, initial encounter",Accident caused by explosion of other specified pressure vessels
E9219,W38XXXA,1,0,0,0,0,"Explosion and rupture of other specified pressurized devices, initial encounter",Accident caused by explosion of unspecified pressure vessel
E9220,W320XXA,1,0,0,0,0,"Accidental handgun discharge, initial encounter",Accident caused by handgun
E9221,W3301XA,1,0,0,0,0,"Accidental discharge of shotgun, initial encounter",Accident caused by shotgun (automatic)
E9222,W3302XA,1,0,0,0,0,"Accidental discharge of hunting rifle, initial encounter",Accident caused by hunting rifle
E9223,W3303XA,1,0,0,0,0,"Accidental discharge of machine gun, initial encounter",Accident caused by military firearms
E9224,W34010A,1,0,0,0,0,"Accidental discharge of airgun, initial encounter",Accident caused by air gun
E9225,W34011A,1,0,0,0,0,"Accidental discharge of paintball gun, initial encounter",Accident caused by paintball gun
E9228,W34018A,1,0,0,0,0,"Accidental discharge of other gas, air or spring-operated gun, initial encounter",Accident caused by other specified firearm missile
E9228,W3409XA,1,0,0,0,0,"Accidental discharge from other specified firearms, initial encounter",Accident caused by other specified firearm missile
E9229,W3400XA,1,0,0,0,0,"Accidental discharge from unspecified firearms or gun, initial encounter",Accident caused by unspecified firearm missile
E9230,W39XXXA,1,0,0,0,0,"Discharge of firework, initial encounter",Accident caused by fireworks
E9231,W400XXA,1,0,0,0,0,"Explosion of blasting material, initial encounter",Accident caused by blasting materials
E9232,W401XXA,1,0,0,0,0,"Explosion of explosive gases, initial encounter",Accident caused by explosive gases
E9238,W408XXA,1,0,0,0,0,"Explosion of other specified explosive materials, initial encounter",Accident caused by other explosive materials
E9239,W409XXA,1,0,0,0,0,"Explosion of unspecified explosive materials, initial encounter",Accident caused by unspecified explosive material
E9240,X12XXXA,1,0,0,0,0,"Contact with other hot fluids, initial encounter","Accident caused by hot liquids and vapors, including steam"
E9242,X118XXA,1,0,0,0,0,"Contact with other hot tap-water, initial encounter",Accident caused by hot (boiling) tap water
E9248,X19XXXA,1,0,0,0,0,"Contact with other heat and hot substances, initial encounter",Accident caused by other hot substance or object
E9249,X19XXXA,1,0,0,0,0,"Contact with other heat and hot substances, initial encounter",Accident caused by unspecified hot substance or object
E9250,W860XXA,1,0,0,0,0,"Exposure to domestic wiring and appliances, initial encounter",Accident caused by domestic wiring and appliances
E9251,W85XXXA,1,0,0,0,0,"Exposure to electric transmission lines, initial encounter","Accident caused by electric current in electric power generating plants, distribution stations, transmission lines"
E9252,W861XXA,1,0,0,0,0,"Exposure to industrial wiring, appliances and electrical machinery, initial encounter","Accident caused by industrial wiring, appliances, and electrical machinery"
E9258,W868XXA,1,0,0,0,0,"Exposure to other electric current, initial encounter",Accident caused by other electric current
E9259,W868XXA,1,0,0,0,0,"Exposure to other electric current, initial encounter",Accident caused by unspecified electric current
E9260,W900XXA,1,0,0,0,0,"Exposure to radiofrequency, initial encounter",Exposure to radiofrequency radiation
E9261,W901XXA,1,0,0,0,0,"Exposure to infrared radiation, initial encounter",Exposure to infra-red radiation from heaters and lamps
E9262,W898XXA,1,0,0,0,0,"Exposure to other man-made visible and ultraviolet light, initial encounter",Exposure to visible and ultraviolet light sources
E9263,W880XXA,1,0,0,0,0,"Exposure to X-rays, initial encounter",Exposure to x-rays and other electromagnetic ionizing radiation
E9264,W902XXA,1,0,0,0,0,"Exposure to laser radiation, initial encounter",Exposure to lasers
E9265,W881XXA,1,0,0,0,0,"Exposure to radioactive isotopes, initial encounter",Exposure to radioactive isotopes
E9268,W881XXA,1,0,0,0,0,"Exposure to radioactive isotopes, initial encounter",Exposure to other specified radiation
E9269,W908XXA,1,0,0,0,0,"Exposure to other nonionizing radiation, initial encounter",Exposure to unspecified radiation
E9270,X500XXA,1,0,0,0,0,"Overexertion from strenuous movement or load, initial encounter",Overexertion from sudden strenuous movement
E9270,X500XXD,1,0,0,0,0,"Overexertion from strenuous movement or load, subsequent encounter",Overexertion from sudden strenuous movement
E9271,X501XXA,1,0,0,0,0,"Overexertion from prolonged static or awkward postures, initial encounter",Overexertion from prolonged static position
E9271,X501XXD,1,0,0,0,0,"Overexertion from prolonged static or awkward postures, subsequent encounter",Overexertion from prolonged static position
E9273,X503XXA,1,0,0,0,0,"Overexertion from repetitive movements, initial encounter",Cumulative trauma from repetitive motion
E9273,X503XXD,1,0,0,0,0,"Overexertion from repetitive movements, subsequent encounter",Cumulative trauma from repetitive motion
E9274,X503XXA,1,0,0,0,0,"Overexertion from repetitive movements, initial encounter",Cumulative trauma from repetitive impact
E9274,X503XXD,1,0,0,0,0,"Overexertion from repetitive movements, subsequent encounter",Cumulative trauma from repetitive impact
E9278,X509XXA,1,0,0,0,0,"Other and unspecified overexertion or strenuous movements or postures, initial encounter",Other overexertion and strenuous and repetitive movements or loads
E9278,X509XXD,1,0,0,0,0,"Other and unspecified overexertion or strenuous movements or postures, subsequent encounter",Other overexertion and strenuous and repetitive movements or loads
E9279,X509XXA,1,0,0,0,0,"Other and unspecified overexertion or strenuous movements or postures, initial encounter",Unspecified overexertion and strenuous and repetitive movements or loads
E9279,X509XXD,1,0,0,0,0,"Other and unspecified overexertion or strenuous movements or postures, subsequent encounter",Unspecified overexertion and strenuous and repetitive movements or loads
E9280,X52XXXA,1,0,0,0,0,"Prolonged stay in weightless environment, initial encounter",Prolonged stay in weightless environment
E9281,W429XXA,1,0,0,0,0,"Exposure to other noise, initial encounter",Exposure to noise
E9282,X58XXXA,1,0,0,0,0,"Exposure to other specified factors, initial encounter",Vibration
E9283,W503XXA,1,0,0,0,0,"Accidental bite by another person, initial encounter",Human bite
E9284,W4901XA,1,0,0,0,0,"Hair causing external constriction, initial encounter",External constriction caused by hair
E9285,W4909XA,1,0,0,0,0,"Other specified item causing external constriction, initial encounter",External constriction caused by other object
E9287,X58XXXA,1,0,0,0,0,"Exposure to other specified factors, initial encounter","Environmental and accidental causes, mechanism or component of firearm and air gun"
E9288,X58XXXA,1,0,0,0,0,"Exposure to other specified factors, initial encounter",Other accidents
E9289,X58XXXA,1,0,0,0,0,"Exposure to other specified factors, initial encounter",Unspecified accident
E9290,V870XXS,1,0,0,0,0,"Person injured in collision between car and two- or three-wheeled powered vehicle (traffic), sequela",Late effects of motor vehicle accident
E9290,V871XXS,1,0,0,0,0,"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic), sequela",Late effects of motor vehicle accident
E9290,V872XXS,1,0,0,0,0,"Person injured in collision between car and pick-up truck or van (traffic), sequela",Late effects of motor vehicle accident
E9290,V873XXS,1,0,0,0,0,"Person injured in collision between car and bus (traffic), sequela",Late effects of motor vehicle accident
E9290,V874XXS,1,0,0,0,0,"Person injured in collision between car and heavy transport vehicle (traffic), sequela",Late effects of motor vehicle accident
E9290,V875XXS,1,0,0,0,0,"Person injured in collision between heavy transport vehicle and bus (traffic), sequela",Late effects of motor vehicle accident
E9290,V876XXS,1,0,0,0,0,"Person injured in collision between railway train or railway vehicle and car (traffic), sequela",Late effects of motor vehicle accident
E9290,V877XXS,1,0,0,0,0,"Person injured in collision between other specified motor vehicles (traffic), sequela",Late effects of motor vehicle accident
E9290,V878XXS,1,0,0,0,0,"Person injured in other specified noncollision transport accidents involving motor vehicle (traffic), sequela",Late effects of motor vehicle accident
E9290,V879XXS,1,0,0,0,0,"Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle (traffic), sequela",Late effects of motor vehicle accident
E9290,V892XXS,1,0,0,0,0,"Person injured in unspecified motor-vehicle accident, traffic, sequela",Late effects of motor vehicle accident
E9290,V893XXS,1,0,0,0,0,"Person injured in unspecified nonmotor-vehicle accident, traffic, sequela",Late effects of motor vehicle accident
E9290,V899XXS,1,0,0,0,0,"Person injured in unspecified vehicle accident, sequela",Late effects of motor vehicle accident
E9291,V889XXS,1,0,0,0,0,"Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic, sequela",Late effects of other transport accident
E9291,V891XXS,1,0,0,0,0,"Person injured in unspecified nonmotor-vehicle accident, nontraffic, sequela",Late effects of other transport accident
E9291,V9789XS,1,0,0,0,0,"Other air transport accidents, not elsewhere classified, sequela",Late effects of other transport accident
E9291,V988XXS,1,0,0,0,0,"Other specified transport accidents, sequela",Late effects of other transport accident
E9291,V99XXXS,1,0,0,0,0,"Unspecified transport accident, sequela",Late effects of other transport accident
E9293,W1789XS,1,0,0,0,0,"Other fall from one level to another, sequela",Late effects of accidental fall
E9293,W1800XS,1,0,0,0,0,"Striking against unspecified object with subsequent fall, sequela",Late effects of accidental fall
E9293,W1830XS,1,0,0,0,0,"Fall on same level, unspecified, sequela",Late effects of accidental fall
E9293,W19XXXS,1,0,0,0,0,"Unspecified fall, sequela",Late effects of accidental fall
E9295,W92XXXS,1,0,0,0,0,"Exposure to excessive heat of man-made origin, sequela",Late effects of accident due to natural and environmental factors
E9295,W99XXXS,1,0,0,0,0,"Exposure to other man-made environmental factors, sequela",Late effects of accident due to natural and environmental factors
E9295,X398XXS,1,0,0,0,0,"Other exposure to forces of nature, sequela",Late effects of accident due to natural and environmental factors
E9298,X500XXS,1,0,0,0,0,"Overexertion from strenuous movement or load, sequela",Late effects of other accidents
E9298,X501XXS,1,0,0,0,0,"Overexertion from prolonged static or awkward postures, sequela",Late effects of other accidents
E9298,X503XXS,1,0,0,0,0,"Overexertion from repetitive movements, sequela",Late effects of other accidents
E9298,X509XXS,1,0,0,0,0,"Other and unspecified overexertion or strenuous movements or postures, sequela",Late effects of other accidents
E9298,Y33XXXS,1,0,0,0,0,"Other specified events, undetermined intent, sequela",Late effects of other accidents
E9299,X58XXXS,1,0,0,0,0,"Exposure to other specified factors, sequela",Late effects of unspecified accident
E954,X718XXA,1,0,0,0,0,"Other intentional self-harm by drowning and submersion, initial encounter",Suicide and self-inflicted injury by submersion [drowning]
E954,X719XXA,1,0,0,0,0,"Intentional self-harm by drowning and submersion, unspecified, initial encounter",Suicide and self-inflicted injury by submersion [drowning]
E9550,X72XXXA,1,0,0,0,0,"Intentional self-harm by handgun discharge, initial encounter",Suicide and self-inflicted injury by handgun
E9551,X730XXA,1,0,0,0,0,"Intentional self-harm by shotgun discharge, initial encounter",Suicide and self-inflicted injury by shotgun
E9552,X731XXA,1,0,0,0,0,"Intentional self-harm by hunting rifle discharge, initial encounter",Suicide and self-inflicted injury by hunting rifle
E9553,X732XXA,1,0,0,0,0,"Intentional self-harm by machine gun discharge, initial encounter",Suicide and self-inflicted injury by military firearms
E9554,X739XXA,1,0,0,0,0,"Intentional self-harm by unspecified larger firearm discharge, initial encounter",Suicide and self-inflicted injury by other and unspecified firearm
E9555,X75XXXA,1,0,0,0,0,"Intentional self-harm by explosive material, initial encounter",Suicide and self-inflicted injury by explosives
E9556,X7401XA,1,0,0,0,0,"Intentional self-harm by airgun, initial encounter",Suicide and self-inflicted injury by air gun
E9557,X7402XA,1,0,0,0,0,"Intentional self-harm by paintball gun, initial encounter",Suicide and self-inflicted injury by paintball gun
E9559,X749XXA,1,0,0,0,0,"Intentional self-harm by unspecified firearm discharge, initial encounter","Suicide and self-inflicted injury by firearms and explosives, unspecified"
E956,X789XXA,1,0,0,0,0,"Intentional self-harm by unspecified sharp object, initial encounter",Suicide and self-inflicted injury by cutting and piercing instrument
E9570,X80XXXA,1,0,1,1,1,"Intentional self-harm by jumping from a high place, initial encounter",Suicide and self-inflicted injuries by jumping from residential premises
E9570,Y92009,1,0,1,1,2,Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause,Suicide and self-inflicted injuries by jumping from residential premises
