source,target,approximate,no map,combination,scenario,choice list,descriptions
V1363,Z87728,1,0,0,1,0,Personal history of other specified (corrected) congenital malformations of nervous system and sense organs
V1364,Z87720,1,0,0,1,0,Personal history of (corrected) congenital malformations of eye
V1364,Z87721,1,0,0,1,0,Personal history of (corrected) congenital malformations of ear
V1364,Z87730,1,0,0,1,0,Personal history of (corrected) cleft lip and palate
V1364,Z87790,1,0,0,1,0,Personal history of (corrected) congenital malformations of face and neck
V1365,Z8774,1,0,0,1,0,Personal history of (corrected) congenital malformations of heart and circulatory system
V1366,Z8775,1,0,0,1,0,Personal history of (corrected) congenital malformations of respiratory system
V1367,Z87738,1,0,0,1,0,Personal history of other specified (corrected) congenital malformations of digestive system
V1368,Z8776,1,0,0,1,0,"Personal history of (corrected) congenital malformations of integument, limbs and musculoskeletal system"
V1369,Z87798,1,0,0,1,0,Personal history of other (corrected) congenital malformations
V137,Z87898,1,0,0,1,0,Personal history of other specified conditions
V1381,Z87892,1,0,0,1,0,Personal history of anaphylaxis
V1389,Z87898,1,0,0,1,0,Personal history of other specified conditions
V139,Z87898,1,0,0,1,0,Personal history of other specified conditions
V140,Z880,1,0,0,1,0,Allergy status to penicillin
V141,Z881,1,0,0,1,0,Allergy status to other antibiotic agents status
V142,Z882,1,0,0,1,0,Allergy status to sulfonamides status
V143,Z883,1,0,0,1,0,Allergy status to other anti-infective agents status
V144,Z884,1,0,0,1,0,Allergy status to anesthetic agent status
V145,Z885,1,0,0,1,0,Allergy status to narcotic agent status
V146,Z886,1,0,0,1,0,Allergy status to analgesic agent status
V147,Z887,1,0,0,1,0,Allergy status to serum and vaccine status
V148,Z888,1,0,0,1,0,"Allergy status to other drugs, medicaments and biological substances status"
V149,Z889,1,0,0,1,0,"Allergy status to unspecified drugs, medicaments and biological substances status"
V1501,Z91010,1,0,0,1,0,Allergy to peanuts
V1502,Z91011,1,0,0,1,0,Allergy to milk products
V1503,Z91012,1,0,0,1,0,Allergy to eggs
V1504,Z91013,1,0,0,1,0,Allergy to seafood
V1505,Z91018,1,0,0,1,0,Allergy to other foods
V1506,Z91038,1,0,0,1,0,Other insect allergy status
V1507,Z91040,1,0,0,1,0,Latex allergy status
V1508,Z91041,1,0,0,1,0,Radiographic dye allergy status
V1509,Z91048,1,0,0,1,0,Other nonmedicinal substance allergy status
V151,Z98890,1,0,0,1,0,Other specified postprocedural states
V1521,Z98870,1,0,0,1,0,Personal history of in utero procedure during pregnancy
V1522,Z98871,1,0,0,1,0,Personal history of in utero procedure while a fetus
V1529,Z98890,1,0,0,1,0,Other specified postprocedural states
V153,Z923,1,0,0,1,0,Personal history of irradiation
V1541,Z91410,1,0,0,1,0,Personal history of adult physical and sexual abuse
V1542,Z91411,1,0,0,1,0,Personal history of adult psychological abuse
V1542,Z91412,1,0,0,1,0,Personal history of adult neglect
V1549,Z9149,1,0,0,1,0,"Other personal history of psychological trauma, not elsewhere classified"
V1551,Z8781,1,0,0,1,0,Personal history of (healed) traumatic fracture
V1552,Z87820,1,0,0,1,0,Personal history of traumatic brain injury
V1553,Z87821,1,0,0,1,0,Personal history of retained foreign body fully removed
V1559,Z87828,1,0,0,1,0,Personal history of other (healed) physical injury and trauma
V156,Z9189,1,0,0,1,0,"Other specified personal risk factors, not elsewhere classified"
V157,Z920,1,0,0,1,0,Personal history of contraception
V1580,Z9283,1,0,0,1,0,Personal history of failed moderate sedation
V1581,Z9119,1,0,0,1,0,Patient's noncompliance with other medical treatment and regimen
V1582,Z87891,1,0,0,1,0,Personal history of nicotine dependence
V1583,Z283,1,0,0,1,0,Underimmunization status
V1584,Z77090,1,0,0,1,0,Contact with and (suspected) exposure to asbestos
V1585,Z578,1,0,0,1,0,Occupational exposure to other risk factors
V1586,Z77011,1,0,0,1,0,Contact with and (suspected) exposure to lead
V1587,Z9281,1,0,0,1,0,Personal history of extracorporeal membrane oxygenation (ECMO)
V1588,Z9181,1,0,0,1,0,History of falling
V1589,Z779,1,0,0,1,0,Other contact with and (suspected) exposures hazardous to health
V1589,Z9284,1,0,0,1,0,Personal history of unintended awareness under general anesthesia
V1589,Z9289,1,0,0,1,0,Personal history of other medical treatment
V159,Z9189,1,0,0,1,0,"Other specified personal risk factors, not elsewhere classified"
V160,Z800,1,0,0,1,0,Family history of malignant neoplasm of digestive organs
V161,Z801,1,0,0,1,0,"Family history of malignant neoplasm of trachea, bronchus and lung"
V162,Z802,1,0,0,1,0,Family history of malignant neoplasm of other respiratory and intrathoracic organs
V163,Z803,1,0,0,1,0,Family history of malignant neoplasm of breast
V1640,Z8049,1,0,0,1,0,Family history of malignant neoplasm of other genital organs
V1641,Z8041,1,0,0,1,0,Family history of malignant neoplasm of ovary
V1642,Z8042,1,0,0,1,0,Family history of malignant neoplasm of prostate
V1643,Z8043,1,0,0,1,0,Family history of malignant neoplasm of testis
V1649,Z8049,1,0,0,1,0,Family history of malignant neoplasm of other genital organs
V1651,Z8051,1,0,0,1,0,Family history of malignant neoplasm of kidney
V1652,Z8052,1,0,0,1,0,Family history of malignant neoplasm of bladder
V1659,Z8059,1,0,0,1,0,Family history of malignant neoplasm of other urinary tract organ
V166,Z806,1,0,0,1,0,Family history of leukemia
V167,Z807,1,0,0,1,0,"Family history of other malignant neoplasms of lymphoid, hematopoietic and related tissues"
V168,Z808,1,0,0,1,0,Family history of malignant neoplasm of other organs or systems
V169,Z809,1,0,0,1,0,"Family history of malignant neoplasm, unspecified"
V170,Z818,1,0,0,1,0,Family history of other mental and behavioral disorders
V171,Z823,1,0,0,1,0,Family history of stroke
V172,Z820,1,0,0,1,0,Family history of epilepsy and other diseases of the nervous system
V173,Z8249,1,0,0,1,0,Family history of ischemic heart disease and other diseases of the circulatory system
V1741,Z8241,1,0,0,1,0,Family history of sudden cardiac death
V1749,Z8249,1,0,0,1,0,Family history of ischemic heart disease and other diseases of the circulatory system
V175,Z825,1,0,0,1,0,Family history of asthma and other chronic lower respiratory diseases
V176,Z836,1,0,0,1,0,Family history of other diseases of the respiratory system
V177,Z8261,1,0,0,1,0,Family history of arthritis
V1781,Z8262,1,0,0,1,0,Family history of osteoporosis
V1789,Z8269,1,0,0,1,0,Family history of other diseases of the musculoskeletal system and connective tissue
V180,Z833,1,0,0,1,0,Family history of diabetes mellitus
V1811,Z8341,1,0,0,1,0,Family history of multiple endocrine neoplasia [MEN] syndrome
V1819,Z8342,1,0,0,1,0,Family history of familial hypercholesterolemia
V1819,Z8349,1,0,0,1,0,"Family history of other endocrine, nutritional and metabolic diseases"
V182,Z832,1,0,0,1,0,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
V183,Z832,1,0,0,1,0,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
V184,Z810,1,0,0,1,0,Family history of intellectual disabilities
V1851,Z8371,1,0,0,1,0,Family history of colonic polyps
V1859,Z8379,1,0,0,1,0,Family history of other diseases of the digestive system
V1861,Z8271,1,0,0,1,0,Family history of polycystic kidney
V1869,Z841,1,0,0,1,0,Family history of disorders of kidney and ureter
V187,Z842,1,0,0,1,0,Family history of other diseases of the genitourinary system
V188,Z831,1,0,0,1,0,Family history of other infectious and parasitic diseases
V189,Z8481,1,0,0,1,0,Family history of carrier of genetic disease
V189,Z8482,1,0,0,1,0,Family history of sudden infant death syndrome
V190,Z821,1,0,0,1,0,Family history of blindness and visual loss
V1911,Z83511,1,0,0,1,0,Family history of glaucoma
V1919,Z83518,1,0,0,1,0,Family history of other specified eye disorder
V192,Z822,1,0,0,1,0,Family history of deafness and hearing loss
V193,Z8352,1,0,0,1,0,Family history of ear disorders
V194,Z840,1,0,0,1,0,Family history of diseases of the skin and subcutaneous tissue
V195,Z8279,1,0,0,1,0,"Family history of other congenital malformations, deformations and chromosomal abnormalities"
V196,Z8489,1,0,0,1,0,Family history of other specified conditions
V197,Z843,1,0,0,1,0,Family history of consanguinity
V198,Z8489,1,0,0,1,0,Family history of other specified conditions
V200,Z761,1,0,0,1,0,Encounter for health supervision and care of foundling
V201,Z762,1,0,0,1,0,Encounter for health supervision and care of other healthy infant and child
V202,Z00129,1,0,0,1,0,Encounter for routine child health examination without abnormal findings
V2031,Z00110,1,0,0,1,0,Health examination for newborn under 8 days old
V2032,Z00111,1,0,0,1,0,Health examination for newborn 8 to 28 days old
V210,Z002,1,0,0,1,0,Encounter for examination for period of rapid growth in childhood
V211,Z003,1,0,0,1,0,Encounter for examination for adolescent development state
V212,Z003,1,0,0,1,0,Encounter for examination for adolescent development state
V2130,P0710,1,0,0,1,0,"Other low birth weight newborn, unspecified weight"
V2131,P0701,1,0,0,1,0,"Extremely low birth weight newborn, less than 500 grams"
V2132,P0702,1,0,0,1,0,"Extremely low birth weight newborn, 500-749 grams"
V2132,P0703,1,0,0,1,0,"Extremely low birth weight newborn, 750-999 grams"
V2133,P0714,1,0,0,1,0,"Other low birth weight newborn, 1000-1249 grams"
V2133,P0715,1,0,0,1,0,"Other low birth weight newborn, 1250-1499 grams"
V2134,P0716,1,0,0,1,0,"Other low birth weight newborn, 1500-1749 grams"
V2134,P0717,1,0,0,1,0,"Other low birth weight newborn, 1750-1999 grams"
V2135,P0718,1,0,0,1,0,"Other low birth weight newborn, 2000-2499 grams"
V218,Z002,1,0,0,1,0,Encounter for examination for period of rapid growth in childhood
V218,Z003,1,0,0,1,0,Encounter for examination for adolescent development state
V219,Z87898,1,0,0,1,0,Personal history of other specified conditions
V220,Z3400,1,0,0,1,0,"Encounter for supervision of normal first pregnancy, unspecified trimester"
V221,Z3480,1,0,0,1,0,"Encounter for supervision of other normal pregnancy, unspecified trimester"
V221,Z3490,1,0,0,1,0,"Encounter for supervision of normal pregnancy, unspecified, unspecified trimester"
V222,Z331,1,0,0,1,0,"Pregnant state, incidental"
V222,Z333,1,0,0,1,0,"Pregnant state, gestational carrier"
V230,O0900,1,0,0,1,0,"Supervision of pregnancy with history of infertility, unspecified trimester"
V231,O0910,1,0,0,1,0,"Supervision of pregnancy with history of ectopic pregnancy, unspecified trimester"
V231,O09A0,1,0,0,1,0,"Supervision of pregnancy with history of molar pregnancy, unspecified trimester"
V232,O09291,1,0,0,1,0,"Supervision of pregnancy with other poor reproductive or obstetric history, first trimester"
V233,O0940,1,0,0,1,0,"Supervision of pregnancy with grand multiparity, unspecified trimester"
V2341,O09211,1,0,0,1,0,"Supervision of pregnancy with history of pre-term labor, first trimester"
V2342,O0910,1,0,0,1,0,"Supervision of pregnancy with history of ectopic pregnancy, unspecified trimester"
V2349,O09291,1,0,0,1,0,"Supervision of pregnancy with other poor reproductive or obstetric history, first trimester"
V235,O09291,1,0,0,1,0,"Supervision of pregnancy with other poor reproductive or obstetric history, first trimester"
V237,O0930,1,0,0,1,0,"Supervision of pregnancy with insufficient antenatal care, unspecified trimester"
V2381,O09511,1,0,0,1,0,"Supervision of elderly primigravida, first trimester"
V2382,O09521,1,0,0,1,0,"Supervision of elderly multigravida, first trimester"
V2383,O09611,1,0,0,1,0,"Supervision of young primigravida, first trimester"
V2384,O09621,1,0,0,1,0,"Supervision of young multigravida, first trimester"
V2385,O09819,1,0,0,1,0,"Supervision of pregnancy resulting from assisted reproductive technology, unspecified trimester"
V2386,O09821,1,0,0,1,0,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, first trimester"
V2386,O09822,1,0,0,1,0,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, second trimester"
V2386,O09823,1,0,0,1,0,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester"
V2386,O09829,1,0,0,1,0,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, unspecified trimester"
V2387,O3680X0,1,0,0,1,0,"Pregnancy with inconclusive fetal viability, not applicable or unspecified"
V2389,O09891,1,0,0,1,0,"Supervision of other high risk pregnancies, first trimester"
V2389,O09892,1,0,0,1,0,"Supervision of other high risk pregnancies, second trimester"
V2389,O09893,1,0,0,1,0,"Supervision of other high risk pregnancies, third trimester"
V2389,O09899,1,0,0,1,0,"Supervision of other high risk pregnancies, unspecified trimester"
V239,O0990,1,0,0,1,0,"Supervision of high risk pregnancy, unspecified, unspecified trimester"
V239,O0991,1,0,0,1,0,"Supervision of high risk pregnancy, unspecified, first trimester"
V239,O0992,1,0,0,1,0,"Supervision of high risk pregnancy, unspecified, second trimester"
V239,O0993,1,0,0,1,0,"Supervision of high risk pregnancy, unspecified, third trimester"
V240,Z390,1,0,0,1,0,Encounter for care and examination of mother immediately after delivery
V241,Z391,1,0,0,1,0,Encounter for care and examination of lactating mother
V242,Z392,1,0,0,1,0,Encounter for routine postpartum follow-up
V2501,Z30011,1,0,0,1,0,Encounter for initial prescription of contraceptive pills
V2502,Z30015,1,0,0,1,0,Encounter for initial prescription of vaginal ring hormonal contraceptive
V2502,Z30016,1,0,0,1,0,Encounter for initial prescription of transdermal patch hormonal contraceptive device
V2502,Z30017,1,0,0,1,0,Encounter for initial prescription of implantable subdermal contraceptive
V2502,Z30018,1,0,0,1,0,Encounter for initial prescription of other contraceptives
V2503,Z30012,1,0,0,1,0,Encounter for prescription of emergency contraception
V2504,Z3002,1,0,0,1,0,Counseling and instruction in natural family planning to avoid pregnancy
V2509,Z3009,1,0,0,1,0,Encounter for other general counseling and advice on contraception
V2511,Z30430,1,0,0,1,0,Encounter for insertion of intrauterine contraceptive device
V2512,Z30432,1,0,0,1,0,Encounter for removal of intrauterine contraceptive device
V2513,Z30433,1,0,0,1,0,Encounter for removal and reinsertion of intrauterine contraceptive device
V252,Z302,1,0,0,1,0,Encounter for sterilization
V253,Z308,1,0,0,1,0,Encounter for other contraceptive management
V2540,Z3040,1,0,0,1,0,"Encounter for surveillance of contraceptives, unspecified"
V2541,Z3041,1,0,0,1,0,Encounter for surveillance of contraceptive pills
V2542,Z30431,1,0,0,1,0,Encounter for routine checking of intrauterine contraceptive device
V2543,Z3046,1,0,0,1,0,Encounter for surveillance of implantable subdermal contraceptive
V2549,Z3042,1,0,0,1,0,Encounter for surveillance of injectable contraceptive
V2549,Z3044,1,0,0,1,0,Encounter for surveillance of vaginal ring hormonal contraceptive device
V2549,Z3045,1,0,0,1,0,Encounter for surveillance of transdermal patch hormonal contraceptive device
V2549,Z3049,1,0,0,1,0,Encounter for surveillance of other contraceptives
V255,Z308,1,0,0,1,0,Encounter for other contraceptive management
V258,Z308,1,0,0,1,0,Encounter for other contraceptive management
V259,Z309,1,0,0,1,0,"Encounter for contraceptive management, unspecified"
V260,Z310,1,0,0,1,0,Encounter for reversal of previous sterilization
V261,Z3189,1,0,0,1,0,Encounter for other procreative management
V2621,Z3141,1,0,0,1,0,Encounter for fertility testing
V2622,Z3142,1,0,0,1,0,Aftercare following sterilization reversal
V2629,Z3149,1,0,0,1,0,Encounter for other procreative investigation and testing
V2631,Z31430,1,0,0,1,0,Encounter of female for testing for genetic disease carrier status for procreative management
V2632,Z31438,1,0,0,1,0,Encounter for other genetic testing of female for procreative management
V2633,Z315,1,0,0,1,0,Encounter for procreative genetic counseling
V2633,Z7183,1,0,0,1,0,Encounter for nonprocreative genetic counseling
V2634,Z31440,1,0,0,1,0,Encounter of male for testing for genetic disease carrier status for procreative management
V2635,Z31441,1,0,0,1,0,Encounter for testing of male partner of patient with recurrent pregnancy loss
V2639,Z31448,1,0,0,1,0,Encounter for other genetic testing of male for procreative management
V2641,Z3161,1,0,0,1,0,Procreative counseling and advice using natural family planning
V2642,Z3162,1,0,0,1,0,Encounter for fertility preservation counseling
V2649,Z3169,1,0,0,1,0,Encounter for other general counseling and advice on procreation
V2651,Z9851,1,0,0,1,0,Tubal ligation status
V2652,Z9852,1,0,0,1,0,Vasectomy status
V2681,Z3183,1,0,0,1,0,Encounter for assisted reproductive fertility procedure cycle
V2682,Z3184,1,0,0,1,0,Encounter for fertility preservation procedure
V2689,Z317,1,0,0,1,0,Encounter for procreative management and counseling for gestational carrier
V2689,Z3189,1,0,0,1,0,Encounter for other procreative management
V269,Z319,1,0,0,1,0,"Encounter for procreative management, unspecified"
V270,Z370,1,0,0,1,0,Single live birth
V271,Z371,1,0,0,1,0,Single stillbirth
V272,Z372,1,0,0,1,0,"Twins, both liveborn"
V273,Z373,1,0,0,1,0,"Twins, one liveborn and one stillborn"
V274,Z374,1,0,0,1,0,"Twins, both stillborn"
V275,Z3759,1,0,0,1,0,"Other multiple births, all liveborn"
V276,Z3769,1,0,0,1,0,"Other multiple births, some liveborn"
V277,Z377,1,0,0,1,0,"Other multiple births, all stillborn"
V279,Z379,1,0,0,1,0,"Outcome of delivery, unspecified"
V280,Z360,1,0,0,1,0,Encounter for antenatal screening for chromosomal anomalies
V281,Z361,1,0,0,1,0,Encounter for antenatal screening for raised alphafetoprotein level
V282,Z3689,1,0,0,1,0,Encounter for other specified antenatal screening
V283,Z363,1,0,0,1,0,Encounter for antenatal screening for malformations
V284,Z364,1,0,0,1,0,Encounter for antenatal screening for fetal growth retardation
V285,Z365,1,0,0,1,0,Encounter for antenatal screening for isoimmunization
V286,Z3685,1,0,0,1,0,Encounter for antenatal screening for Streptococcus B
V2881,Z3689,1,0,0,1,0,Encounter for other specified antenatal screening
V2882,Z3689,1,0,0,1,0,Encounter for other specified antenatal screening
V2889,Z3681,1,0,0,1,0,Encounter for antenatal screening for hydrops fetalis
V2889,Z3682,1,0,0,1,0,Encounter for antenatal screening for nuchal translucency
V2889,Z3683,1,0,0,1,0,Encounter for fetal screening for congenital cardiac abnormalities
V2889,Z3684,1,0,0,1,0,Encounter for antenatal screening for fetal lung maturity
V2889,Z3686,1,0,0,1,0,Encounter for antenatal screening for cervical length
V2889,Z3687,1,0,0,1,0,Encounter for antenatal screening for uncertain dates
V2889,Z3688,1,0,0,1,0,Encounter for antenatal screening for fetal macrosomia
V2889,Z3689,1,0,0,1,0,Encounter for other specified antenatal screening
V2889,Z368A,1,0,0,1,0,Encounter for antenatal screening for other genetic defects
V289,Z369,1,0,0,1,0,"Encounter for antenatal screening, unspecified"
V290,Z051,1,0,0,1,0,Observation and evaluation of newborn for suspected infectious condition ruled out
V291,Z052,1,0,0,1,0,Observation and evaluation of newborn for suspected neurological condition ruled out
V292,Z053,1,0,0,1,0,Observation and evaluation of newborn for suspected respiratory condition ruled out
V293,Z0541,1,0,0,1,0,Observation and evaluation of newborn for suspected genetic condition ruled out
V293,Z0542,1,0,0,1,0,Observation and evaluation of newborn for suspected metabolic condition ruled out
V298,Z050,1,0,0,1,0,Observation and evaluation of newborn for suspected cardiac condition ruled out
V298,Z0543,1,0,0,1,0,Observation and evaluation of newborn for suspected immunologic condition ruled out
V298,Z055,1,0,0,1,0,Observation and evaluation of newborn for suspected gastrointestinal condition ruled out
V298,Z056,1,0,0,1,0,Observation and evaluation of newborn for suspected genitourinary condition ruled out
V298,Z0571,1,0,0,1,0,Observation and evaluation of newborn for suspected skin and subcutaneous tissue condition ruled out
V298,Z0572,1,0,0,1,0,Observation and evaluation of newborn for suspected musculoskeletal condition ruled out
V298,Z0573,1,0,0,1,0,Observation and evaluation of newborn for suspected connective tissue condition ruled out
V298,Z058,1,0,0,1,0,Observation and evaluation of newborn for other specified suspected condition ruled out
V299,Z059,1,0,0,1,0,Observation and evaluation of newborn for unspecified suspected condition ruled out
V3000,Z3800,1,0,0,1,0,"Single liveborn infant, delivered vaginally"
V3001,Z3801,1,0,0,1,0,"Single liveborn infant, delivered by cesarean"
V301,Z381,1,0,0,1,0,"Single liveborn infant, born outside hospital"
V302,Z381,1,0,0,1,0,"Single liveborn infant, born outside hospital"
V3100,Z3830,1,0,0,1,0,"Twin liveborn infant, delivered vaginally"
V3101,Z3831,1,0,0,1,0,"Twin liveborn infant, delivered by cesarean"
V311,Z384,1,0,0,1,0,"Twin liveborn infant, born outside hospital"
V312,Z384,1,0,0,1,0,"Twin liveborn infant, born outside hospital"
V3200,Z3830,1,0,0,1,0,"Twin liveborn infant, delivered vaginally"
V3201,Z3831,1,0,0,1,0,"Twin liveborn infant, delivered by cesarean"
V321,Z384,1,0,0,1,0,"Twin liveborn infant, born outside hospital"
V322,Z384,1,0,0,1,0,"Twin liveborn infant, born outside hospital"
V3300,Z3830,1,0,0,1,0,"Twin liveborn infant, delivered vaginally"
V3301,Z3831,1,0,0,1,0,"Twin liveborn infant, delivered by cesarean"
V331,Z384,1,0,0,1,0,"Twin liveborn infant, born outside hospital"
V332,Z384,1,0,0,1,0,"Twin liveborn infant, born outside hospital"
V3400,Z3861,1,0,0,1,0,"Triplet liveborn infant, delivered vaginally"
V3401,Z3869,1,0,0,1,0,"Other multiple liveborn infant, delivered by cesarean"
V341,Z387,1,0,0,1,0,"Other multiple liveborn infant, born outside hospital"
V342,Z387,1,0,0,1,0,"Other multiple liveborn infant, born outside hospital"
V3500,Z3868,1,0,0,1,0,"Other multiple liveborn infant, delivered vaginally"
V3501,Z3869,1,0,0,1,0,"Other multiple liveborn infant, delivered by cesarean"
V351,Z387,1,0,0,1,0,"Other multiple liveborn infant, born outside hospital"
V352,Z387,1,0,0,1,0,"Other multiple liveborn infant, born outside hospital"
V3600,Z3868,1,0,0,1,0,"Other multiple liveborn infant, delivered vaginally"
V3601,Z3869,1,0,0,1,0,"Other multiple liveborn infant, delivered by cesarean"
V361,Z387,1,0,0,1,0,"Other multiple liveborn infant, born outside hospital"
V362,Z387,1,0,0,1,0,"Other multiple liveborn infant, born outside hospital"
V3700,Z3868,1,0,0,1,0,"Other multiple liveborn infant, delivered vaginally"
V3701,Z3869,1,0,0,1,0,"Other multiple liveborn infant, delivered by cesarean"
V371,Z387,1,0,0,1,0,"Other multiple liveborn infant, born outside hospital"
V372,Z387,1,0,0,1,0,"Other multiple liveborn infant, born outside hospital"
V3900,Z3800,1,0,0,1,0,"Single liveborn infant, delivered vaginally"
V3901,Z3801,1,0,0,1,0,"Single liveborn infant, delivered by cesarean"
V391,Z381,1,0,0,1,0,"Single liveborn infant, born outside hospital"
V392,Z381,1,0,0,1,0,"Single liveborn infant, born outside hospital"
V400,F819,1,0,0,1,0,"Developmental disorder of scholastic skills, unspecified"
V401,Z8659,1,0,0,1,0,Personal history of other mental and behavioral disorders
V402,F489,1,0,0,1,0,"Nonpsychotic mental disorder, unspecified"
V4031,Z9183,1,0,0,1,0,Wandering in diseases classified elsewhere
V4039,F69,1,0,0,1,0,Unspecified disorder of adult personality and behavior
V409,F69,1,0,0,1,0,Unspecified disorder of adult personality and behavior
V410,H547,1,0,0,1,0,Unspecified visual loss
V410,Z973,1,0,0,1,0,Presence of spectacles and contact lenses
V411,H579,1,0,0,1,0,Unspecified disorder of eye and adnexa
V412,R6889,1,0,0,1,0,Other general symptoms and signs
V413,H9390,1,0,0,1,0,"Unspecified disorder of ear, unspecified ear"
V414,R4789,1,0,0,1,0,Other speech disturbances
V415,R439,1,0,0,1,0,Unspecified disturbances of smell and taste
V416,R1310,1,0,0,1,0,"Dysphagia, unspecified"
V417,F529,1,0,0,1,0,Unspecified sexual dysfunction not due to a substance or known physiological condition
V418,R6889,1,0,0,1,0,Other general symptoms and signs
V419,R69,1,0,0,1,0,"Illness, unspecified"
V420,Z940,1,0,0,1,0,Kidney transplant status
V421,Z941,1,0,0,1,0,Heart transplant status
V422,Z953,1,0,0,1,0,Presence of xenogenic heart valve
V423,Z945,1,0,0,1,0,Skin transplant status
V424,Z946,1,0,0,1,0,Bone transplant status
V425,Z947,1,0,0,1,0,Corneal transplant status
V426,Z942,1,0,0,1,0,Lung transplant status
V427,Z944,1,0,0,1,0,Liver transplant status
V4281,Z9481,1,0,0,1,0,Bone marrow transplant status
V4282,Z9484,1,0,0,1,0,Stem cells transplant status
V4283,Z9483,1,0,0,1,0,Pancreas transplant status
V4284,Z9482,1,0,0,1,0,Intestine transplant status
V4289,Z9489,1,0,0,1,0,Other transplanted organ and tissue status
V429,Z949,1,0,0,1,0,"Transplanted organ and tissue status, unspecified"
V430,Z970,1,0,0,1,0,Presence of artificial eye
V431,Z961,1,0,0,1,0,Presence of intraocular lens
V4321,Z95811,1,0,0,1,0,Presence of heart assist device
V4322,Z95812,1,0,0,1,0,Presence of fully implantable artificial heart
V433,Z952,1,0,0,1,0,Presence of prosthetic heart valve
V434,Z95828,1,0,0,1,0,Presence of other vascular implants and grafts
V435,Z960,1,0,0,1,0,Presence of urogenital implants
V4360,Z9660,1,0,0,1,0,Presence of unspecified orthopedic joint implant
V4361,Z96619,1,0,0,1,0,Presence of unspecified artificial shoulder joint
V4362,Z96629,1,0,0,1,0,Presence of unspecified artificial elbow joint
V4363,Z96639,1,0,0,1,0,Presence of unspecified artificial wrist joint
V4364,Z96649,1,0,0,1,0,Presence of unspecified artificial hip joint
V4365,Z96659,1,0,0,1,0,Presence of unspecified artificial knee joint
V4366,Z96669,1,0,0,1,0,Presence of unspecified artificial ankle joint
V4369,Z96698,1,0,0,1,0,Presence of other orthopedic joint implants
V437,Z9710,1,0,0,1,0,"Presence of artificial limb (complete) (partial), unspecified"
V4381,Z963,1,0,0,1,0,Presence of artificial larynx
V4382,Z9882,1,0,0,1,0,Breast implant status
V4383,Z9681,1,0,0,1,0,Presence of artificial skin
V4389,Z969,1,0,0,1,0,"Presence of functional implant, unspecified"
V440,Z930,1,0,0,1,0,Tracheostomy status
V441,Z931,1,0,0,1,0,Gastrostomy status
V442,Z932,1,0,0,1,0,Ileostomy status
V443,Z933,1,0,0,1,0,Colostomy status
V444,Z934,1,0,0,1,0,Other artificial openings of gastrointestinal tract status
V4450,Z9350,1,0,0,1,0,Unspecified cystostomy status
V4451,Z9351,1,0,0,1,0,Cutaneous-vesicostomy status
V4452,Z9352,1,0,0,1,0,Appendico-vesicostomy status
V4459,Z9359,1,0,0,1,0,Other cystostomy status
V446,Z936,1,0,0,1,0,Other artificial openings of urinary tract status
V447,Z938,1,0,0,1,0,Other artificial opening status
V448,Z938,1,0,0,1,0,Other artificial opening status
V449,Z939,1,0,0,1,0,"Artificial opening status, unspecified"
V4500,Z959,1,0,0,1,0,"Presence of cardiac and vascular implant and graft, unspecified"
V4501,Z950,1,0,0,1,0,Presence of cardiac pacemaker
V4502,Z95810,1,0,0,1,0,Presence of automatic (implantable) cardiac defibrillator
V4509,Z95818,1,0,0,1,0,Presence of other cardiac implants and grafts
V4511,Z992,1,0,0,1,0,Dependence on renal dialysis
V4512,Z9115,1,0,0,1,0,Patient's noncompliance with renal dialysis
V452,Z982,1,0,0,1,0,Presence of cerebrospinal fluid drainage device
V453,Z980,1,0,0,1,0,Intestinal bypass and anastomosis status
V454,M960,1,0,0,1,0,Pseudarthrosis after fusion or arthrodesis
V454,Z981,1,0,0,1,0,Arthrodesis status
V4551,Z975,1,0,0,1,0,Presence of (intrauterine) contraceptive device
V4552,Z975,1,0,0,1,0,Presence of (intrauterine) contraceptive device
V4559,Z975,1,0,0,1,0,Presence of (intrauterine) contraceptive device
V4561,Z9849,1,0,0,1,0,"Cataract extraction status, unspecified eye"
V4569,Z9883,1,0,0,1,0,Filtering (vitreous) bleb after glaucoma surgery status
V4571,Z9010,1,0,0,1,0,Acquired absence of unspecified breast and nipple
V4572,Z9049,1,0,0,1,0,Acquired absence of other specified parts of digestive tract
V4573,Z905,1,0,0,1,0,Acquired absence of kidney
V4574,Z906,1,0,0,1,0,Acquired absence of other parts of urinary tract
V4575,Z903,1,0,0,1,0,Acquired absence of stomach [part of]
V4576,Z902,1,0,0,1,0,Acquired absence of lung [part of]
V4577,Z9079,1,0,0,1,0,Acquired absence of other genital organ(s)
V4578,Z9001,1,0,0,1,0,Acquired absence of eye
V4579,Z9089,1,0,0,1,0,Acquired absence of other organs
V4581,Z951,1,0,0,1,0,Presence of aortocoronary bypass graft
V4582,Z9861,1,0,0,1,0,Coronary angioplasty status
V4583,Z9886,1,0,0,1,0,Personal history of breast implant removal
V4584,Z98811,1,0,0,1,0,Dental restoration status
